dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1950-01-01,27.18,0.593,Surabaya,Indonesia,7.23S,112.70E
1950-02-01,26.831,0.253,Surabaya,Indonesia,7.23S,112.70E
1950-03-01,27.147,0.51,Surabaya,Indonesia,7.23S,112.70E
1950-04-01,27.073,0.622,Surabaya,Indonesia,7.23S,112.70E
1950-05-01,26.804,0.31,Surabaya,Indonesia,7.23S,112.70E
1950-06-01,26.554,0.9,Surabaya,Indonesia,7.23S,112.70E
1950-07-01,25.206,1.151,Surabaya,Indonesia,7.23S,112.70E
1950-08-01,25.786,0.999,Surabaya,Indonesia,7.23S,112.70E
1950-09-01,26.086,1.794,Surabaya,Indonesia,7.23S,112.70E
1950-10-01,27.576,0.281,Surabaya,Indonesia,7.23S,112.70E
1950-11-01,27.517,0.627,Surabaya,Indonesia,7.23S,112.70E
1950-12-01,27.186,0.987,Surabaya,Indonesia,7.23S,112.70E
1951-01-01,26.575,0.638,Surabaya,Indonesia,7.23S,112.70E
1951-02-01,26.651999999999997,0.461,Surabaya,Indonesia,7.23S,112.70E
1951-03-01,27.245,0.913,Surabaya,Indonesia,7.23S,112.70E
1951-04-01,26.899,1.4409999999999998,Surabaya,Indonesia,7.23S,112.70E
1951-05-01,26.974,1.7280000000000002,Surabaya,Indonesia,7.23S,112.70E
1951-06-01,26.846,0.546,Surabaya,Indonesia,7.23S,112.70E
1951-07-01,25.997,1.123,Surabaya,Indonesia,7.23S,112.70E
1951-08-01,26.138,2.087,Surabaya,Indonesia,7.23S,112.70E
1951-09-01,27.128,2.094,Surabaya,Indonesia,7.23S,112.70E
1951-10-01,27.786,0.878,Surabaya,Indonesia,7.23S,112.70E
1951-11-01,29.395,1.426,Surabaya,Indonesia,7.23S,112.70E
1951-12-01,27.28,0.701,Surabaya,Indonesia,7.23S,112.70E
1952-01-01,27.466,0.414,Surabaya,Indonesia,7.23S,112.70E
1952-02-01,27.399,0.34700000000000003,Surabaya,Indonesia,7.23S,112.70E
1952-03-01,26.404,0.537,Surabaya,Indonesia,7.23S,112.70E
1952-04-01,27.096,1.038,Surabaya,Indonesia,7.23S,112.70E
1952-05-01,26.837000000000003,0.7979999999999999,Surabaya,Indonesia,7.23S,112.70E
1952-06-01,26.401999999999997,0.6609999999999999,Surabaya,Indonesia,7.23S,112.70E
1952-07-01,26.085,0.7929999999999999,Surabaya,Indonesia,7.23S,112.70E
1952-08-01,26.121,0.612,Surabaya,Indonesia,7.23S,112.70E
1952-09-01,27.521,0.284,Surabaya,Indonesia,7.23S,112.70E
1952-10-01,27.853,0.959,Surabaya,Indonesia,7.23S,112.70E
1952-11-01,27.53,1.232,Surabaya,Indonesia,7.23S,112.70E
1952-12-01,26.818,1.551,Surabaya,Indonesia,7.23S,112.70E
1953-01-01,27.081,0.6809999999999999,Surabaya,Indonesia,7.23S,112.70E
1953-02-01,27.022,0.233,Surabaya,Indonesia,7.23S,112.70E
1953-03-01,27.487,0.236,Surabaya,Indonesia,7.23S,112.70E
1953-04-01,27.264,0.284,Surabaya,Indonesia,7.23S,112.70E
1953-05-01,26.818,0.24,Surabaya,Indonesia,7.23S,112.70E
1953-06-01,26.579,0.8690000000000001,Surabaya,Indonesia,7.23S,112.70E
1953-07-01,25.752,1.499,Surabaya,Indonesia,7.23S,112.70E
1953-08-01,25.98,1.126,Surabaya,Indonesia,7.23S,112.70E
1953-09-01,27.053,1.119,Surabaya,Indonesia,7.23S,112.70E
1953-10-01,28.468000000000004,0.392,Surabaya,Indonesia,7.23S,112.70E
1953-11-01,28.357,0.78,Surabaya,Indonesia,7.23S,112.70E
1953-12-01,28.616999999999997,1.654,Surabaya,Indonesia,7.23S,112.70E
1954-01-01,27.61,0.5479999999999999,Surabaya,Indonesia,7.23S,112.70E
1954-02-01,27.006999999999998,0.403,Surabaya,Indonesia,7.23S,112.70E
1954-03-01,27.401,0.967,Surabaya,Indonesia,7.23S,112.70E
1954-04-01,27.405,0.415,Surabaya,Indonesia,7.23S,112.70E
1954-05-01,27.076,0.984,Surabaya,Indonesia,7.23S,112.70E
1954-06-01,26.908,1.825,Surabaya,Indonesia,7.23S,112.70E
1954-07-01,26.169,0.665,Surabaya,Indonesia,7.23S,112.70E
1954-08-01,26.023000000000003,0.762,Surabaya,Indonesia,7.23S,112.70E
1954-09-01,27.077,1.057,Surabaya,Indonesia,7.23S,112.70E
1954-10-01,27.518,0.7020000000000001,Surabaya,Indonesia,7.23S,112.70E
1954-11-01,27.255,1.606,Surabaya,Indonesia,7.23S,112.70E
1954-12-01,27.77,1.396,Surabaya,Indonesia,7.23S,112.70E
1955-01-01,27.139,0.374,Surabaya,Indonesia,7.23S,112.70E
1955-02-01,26.815,0.461,Surabaya,Indonesia,7.23S,112.70E
1955-03-01,26.790000000000006,0.847,Surabaya,Indonesia,7.23S,112.70E
1955-04-01,26.872,0.787,Surabaya,Indonesia,7.23S,112.70E
1955-05-01,26.912000000000006,0.523,Surabaya,Indonesia,7.23S,112.70E
1955-06-01,26.636000000000006,0.581,Surabaya,Indonesia,7.23S,112.70E
1955-07-01,25.83,1.035,Surabaya,Indonesia,7.23S,112.70E
1955-08-01,26.428,0.343,Surabaya,Indonesia,7.23S,112.70E
1955-09-01,27.439,0.518,Surabaya,Indonesia,7.23S,112.70E
1955-10-01,27.543000000000003,0.545,Surabaya,Indonesia,7.23S,112.70E
1955-11-01,27.328000000000003,0.623,Surabaya,Indonesia,7.23S,112.70E
1955-12-01,26.952,0.91,Surabaya,Indonesia,7.23S,112.70E
1956-01-01,26.724,0.632,Surabaya,Indonesia,7.23S,112.70E
1956-02-01,26.934,0.259,Surabaya,Indonesia,7.23S,112.70E
1956-03-01,27.044,0.256,Surabaya,Indonesia,7.23S,112.70E
1956-04-01,27.16,0.299,Surabaya,Indonesia,7.23S,112.70E
1956-05-01,27.313,0.882,Surabaya,Indonesia,7.23S,112.70E
1956-06-01,26.726999999999997,0.525,Surabaya,Indonesia,7.23S,112.70E
1956-07-01,26.173,0.601,Surabaya,Indonesia,7.23S,112.70E
1956-08-01,26.71,0.586,Surabaya,Indonesia,7.23S,112.70E
1956-09-01,27.263,0.633,Surabaya,Indonesia,7.23S,112.70E
1956-10-01,27.935,0.5660000000000001,Surabaya,Indonesia,7.23S,112.70E
1956-11-01,27.97,0.528,Surabaya,Indonesia,7.23S,112.70E
1956-12-01,27.087,1.098,Surabaya,Indonesia,7.23S,112.70E
1957-01-01,26.985,0.6759999999999999,Surabaya,Indonesia,7.23S,112.70E
1957-02-01,26.596999999999998,0.675,Surabaya,Indonesia,7.23S,112.70E
1957-03-01,27.143,0.426,Surabaya,Indonesia,7.23S,112.70E
1957-04-01,27.498,0.539,Surabaya,Indonesia,7.23S,112.70E
1957-05-01,27.528,0.424,Surabaya,Indonesia,7.23S,112.70E
1957-06-01,26.939,0.6940000000000001,Surabaya,Indonesia,7.23S,112.70E
1957-07-01,26.506999999999998,0.6609999999999999,Surabaya,Indonesia,7.23S,112.70E
1957-08-01,26.355,0.879,Surabaya,Indonesia,7.23S,112.70E
1957-09-01,26.928,0.623,Surabaya,Indonesia,7.23S,112.70E
1957-10-01,28.046,0.812,Surabaya,Indonesia,7.23S,112.70E
1957-11-01,28.584,1.307,Surabaya,Indonesia,7.23S,112.70E
1957-12-01,27.744,0.518,Surabaya,Indonesia,7.23S,112.70E
1958-01-01,27.841,0.84,Surabaya,Indonesia,7.23S,112.70E
1958-02-01,26.997,1.0,Surabaya,Indonesia,7.23S,112.70E
1958-03-01,27.610000000000007,0.53,Surabaya,Indonesia,7.23S,112.70E
1958-04-01,27.17,0.907,Surabaya,Indonesia,7.23S,112.70E
1958-05-01,27.688,0.447,Surabaya,Indonesia,7.23S,112.70E
1958-06-01,27.383000000000006,0.87,Surabaya,Indonesia,7.23S,112.70E
1958-07-01,26.522,0.799,Surabaya,Indonesia,7.23S,112.70E
1958-08-01,26.784000000000002,0.731,Surabaya,Indonesia,7.23S,112.70E
1958-09-01,27.266,0.8009999999999999,Surabaya,Indonesia,7.23S,112.70E
1958-10-01,28.03,0.5870000000000001,Surabaya,Indonesia,7.23S,112.70E
1958-11-01,27.845,1.222,Surabaya,Indonesia,7.23S,112.70E
1958-12-01,27.338,1.187,Surabaya,Indonesia,7.23S,112.70E
1959-01-01,26.835,1.013,Surabaya,Indonesia,7.23S,112.70E
1959-02-01,27.475,1.078,Surabaya,Indonesia,7.23S,112.70E
1959-03-01,27.205,0.893,Surabaya,Indonesia,7.23S,112.70E
1959-04-01,27.515,0.5429999999999999,Surabaya,Indonesia,7.23S,112.70E
1959-05-01,27.496,1.112,Surabaya,Indonesia,7.23S,112.70E
1959-06-01,26.84,0.77,Surabaya,Indonesia,7.23S,112.70E
1959-07-01,26.381,0.934,Surabaya,Indonesia,7.23S,112.70E
1959-08-01,26.477,1.166,Surabaya,Indonesia,7.23S,112.70E
1959-09-01,27.629,1.119,Surabaya,Indonesia,7.23S,112.70E
1959-10-01,27.432,1.589,Surabaya,Indonesia,7.23S,112.70E
1959-11-01,28.881,1.098,Surabaya,Indonesia,7.23S,112.70E
1959-12-01,27.023000000000003,1.485,Surabaya,Indonesia,7.23S,112.70E
1960-01-01,26.998,0.371,Surabaya,Indonesia,7.23S,112.70E
1960-02-01,26.896,0.454,Surabaya,Indonesia,7.23S,112.70E
1960-03-01,27.136999999999997,0.264,Surabaya,Indonesia,7.23S,112.70E
1960-04-01,27.191,0.301,Surabaya,Indonesia,7.23S,112.70E
1960-05-01,27.101000000000006,0.394,Surabaya,Indonesia,7.23S,112.70E
1960-06-01,26.737,0.439,Surabaya,Indonesia,7.23S,112.70E
1960-07-01,26.53,0.513,Surabaya,Indonesia,7.23S,112.70E
1960-08-01,26.878,0.6779999999999999,Surabaya,Indonesia,7.23S,112.70E
1960-09-01,27.439,0.331,Surabaya,Indonesia,7.23S,112.70E
1960-10-01,28.117,0.4270000000000001,Surabaya,Indonesia,7.23S,112.70E
1960-11-01,27.604,0.337,Surabaya,Indonesia,7.23S,112.70E
1960-12-01,27.386,0.225,Surabaya,Indonesia,7.23S,112.70E
1961-01-01,26.804000000000002,0.35200000000000004,Surabaya,Indonesia,7.23S,112.70E
1961-02-01,27.081,0.468,Surabaya,Indonesia,7.23S,112.70E
1961-03-01,27.275,0.258,Surabaya,Indonesia,7.23S,112.70E
1961-04-01,27.263,0.382,Surabaya,Indonesia,7.23S,112.70E
1961-05-01,27.254,0.25,Surabaya,Indonesia,7.23S,112.70E
1961-06-01,26.265,0.34,Surabaya,Indonesia,7.23S,112.70E
1961-07-01,25.494,0.271,Surabaya,Indonesia,7.23S,112.70E
1961-08-01,25.364,0.49,Surabaya,Indonesia,7.23S,112.70E
1961-09-01,26.365,0.249,Surabaya,Indonesia,7.23S,112.70E
1961-10-01,27.936,0.406,Surabaya,Indonesia,7.23S,112.70E
1961-11-01,28.184,0.466,Surabaya,Indonesia,7.23S,112.70E
1961-12-01,27.375999999999998,0.383,Surabaya,Indonesia,7.23S,112.70E
1962-01-01,26.292,0.398,Surabaya,Indonesia,7.23S,112.70E
1962-02-01,26.2,0.503,Surabaya,Indonesia,7.23S,112.70E
1962-03-01,26.735000000000007,0.239,Surabaya,Indonesia,7.23S,112.70E
1962-04-01,26.63,0.223,Surabaya,Indonesia,7.23S,112.70E
1962-05-01,27.022,0.256,Surabaya,Indonesia,7.23S,112.70E
1962-06-01,27.145000000000003,0.5720000000000001,Surabaya,Indonesia,7.23S,112.70E
1962-07-01,26.377,0.229,Surabaya,Indonesia,7.23S,112.70E
1962-08-01,26.451,0.541,Surabaya,Indonesia,7.23S,112.70E
1962-09-01,27.118000000000002,0.8370000000000001,Surabaya,Indonesia,7.23S,112.70E
1962-10-01,27.941,0.315,Surabaya,Indonesia,7.23S,112.70E
1962-11-01,28.061,0.193,Surabaya,Indonesia,7.23S,112.70E
1962-12-01,26.768,0.363,Surabaya,Indonesia,7.23S,112.70E
1963-01-01,26.139,0.222,Surabaya,Indonesia,7.23S,112.70E
1963-02-01,26.307,0.388,Surabaya,Indonesia,7.23S,112.70E
1963-03-01,26.435,0.18,Surabaya,Indonesia,7.23S,112.70E
1963-04-01,27.025,0.386,Surabaya,Indonesia,7.23S,112.70E
1963-05-01,27.308000000000003,0.327,Surabaya,Indonesia,7.23S,112.70E
1963-06-01,26.711,0.28800000000000003,Surabaya,Indonesia,7.23S,112.70E
1963-07-01,25.955,0.517,Surabaya,Indonesia,7.23S,112.70E
1963-08-01,25.617,0.649,Surabaya,Indonesia,7.23S,112.70E
1963-09-01,26.557,0.266,Surabaya,Indonesia,7.23S,112.70E
1963-10-01,28.223000000000003,0.711,Surabaya,Indonesia,7.23S,112.70E
1963-11-01,28.798000000000002,0.79,Surabaya,Indonesia,7.23S,112.70E
1963-12-01,27.433000000000003,0.375,Surabaya,Indonesia,7.23S,112.70E
1964-01-01,27.545,0.239,Surabaya,Indonesia,7.23S,112.70E
1964-02-01,27.29,0.263,Surabaya,Indonesia,7.23S,112.70E
1964-03-01,26.941999999999997,0.408,Surabaya,Indonesia,7.23S,112.70E
1964-04-01,27.197,0.23,Surabaya,Indonesia,7.23S,112.70E
1964-05-01,27.517000000000003,0.474,Surabaya,Indonesia,7.23S,112.70E
1964-06-01,26.494,0.35100000000000003,Surabaya,Indonesia,7.23S,112.70E
1964-07-01,26.189,0.375,Surabaya,Indonesia,7.23S,112.70E
1964-08-01,26.63,0.625,Surabaya,Indonesia,7.23S,112.70E
1964-09-01,27.951,1.127,Surabaya,Indonesia,7.23S,112.70E
1964-10-01,27.167,0.412,Surabaya,Indonesia,7.23S,112.70E
1964-11-01,26.953000000000003,0.655,Surabaya,Indonesia,7.23S,112.70E
1964-12-01,26.820999999999998,0.177,Surabaya,Indonesia,7.23S,112.70E
1965-01-01,26.111,0.287,Surabaya,Indonesia,7.23S,112.70E
1965-02-01,26.631,0.339,Surabaya,Indonesia,7.23S,112.70E
1965-03-01,26.525,0.364,Surabaya,Indonesia,7.23S,112.70E
1965-04-01,26.41,0.154,Surabaya,Indonesia,7.23S,112.70E
1965-05-01,26.927000000000003,0.509,Surabaya,Indonesia,7.23S,112.70E
1965-06-01,26.447000000000006,0.545,Surabaya,Indonesia,7.23S,112.70E
1965-07-01,25.842,0.401,Surabaya,Indonesia,7.23S,112.70E
1965-08-01,26.331,0.665,Surabaya,Indonesia,7.23S,112.70E
1965-09-01,27.153000000000002,2.03,Surabaya,Indonesia,7.23S,112.70E
1965-10-01,28.0,1.182,Surabaya,Indonesia,7.23S,112.70E
1965-11-01,28.756999999999998,0.47,Surabaya,Indonesia,7.23S,112.70E
1965-12-01,27.443,0.6579999999999999,Surabaya,Indonesia,7.23S,112.70E
1966-01-01,27.127,0.495,Surabaya,Indonesia,7.23S,112.70E
1966-02-01,26.79,0.17600000000000002,Surabaya,Indonesia,7.23S,112.70E
1966-03-01,26.89,0.269,Surabaya,Indonesia,7.23S,112.70E
1966-04-01,27.232,0.475,Surabaya,Indonesia,7.23S,112.70E
1966-05-01,27.401999999999997,0.27,Surabaya,Indonesia,7.23S,112.70E
1966-06-01,26.379,0.441,Surabaya,Indonesia,7.23S,112.70E
1966-07-01,26.186,0.365,Surabaya,Indonesia,7.23S,112.70E
1966-08-01,26.906999999999996,0.589,Surabaya,Indonesia,7.23S,112.70E
1966-09-01,27.831999999999997,0.511,Surabaya,Indonesia,7.23S,112.70E
1966-10-01,27.966,0.616,Surabaya,Indonesia,7.23S,112.70E
1966-11-01,27.956999999999997,0.324,Surabaya,Indonesia,7.23S,112.70E
1966-12-01,26.613000000000003,0.6709999999999999,Surabaya,Indonesia,7.23S,112.70E
1967-01-01,26.506,0.637,Surabaya,Indonesia,7.23S,112.70E
1967-02-01,26.816999999999997,0.314,Surabaya,Indonesia,7.23S,112.70E
1967-03-01,26.934,0.422,Surabaya,Indonesia,7.23S,112.70E
1967-04-01,27.133000000000003,0.277,Surabaya,Indonesia,7.23S,112.70E
1967-05-01,27.122,0.462,Surabaya,Indonesia,7.23S,112.70E
1967-06-01,26.159,0.375,Surabaya,Indonesia,7.23S,112.70E
1967-07-01,25.886000000000006,0.524,Surabaya,Indonesia,7.23S,112.70E
1967-08-01,26.669,0.765,Surabaya,Indonesia,7.23S,112.70E
1967-09-01,27.544,0.945,Surabaya,Indonesia,7.23S,112.70E
1967-10-01,28.653000000000002,0.564,Surabaya,Indonesia,7.23S,112.70E
1967-11-01,28.651999999999997,0.534,Surabaya,Indonesia,7.23S,112.70E
1967-12-01,26.717,0.384,Surabaya,Indonesia,7.23S,112.70E
1968-01-01,26.777,0.7979999999999999,Surabaya,Indonesia,7.23S,112.70E
1968-02-01,26.594,0.5429999999999999,Surabaya,Indonesia,7.23S,112.70E
1968-03-01,27.07,0.35,Surabaya,Indonesia,7.23S,112.70E
1968-04-01,27.0,0.29,Surabaya,Indonesia,7.23S,112.70E
1968-05-01,27.110000000000007,0.4320000000000001,Surabaya,Indonesia,7.23S,112.70E
1968-06-01,27.070999999999998,0.406,Surabaya,Indonesia,7.23S,112.70E
1968-07-01,26.465999999999998,0.415,Surabaya,Indonesia,7.23S,112.70E
1968-08-01,26.758000000000003,0.413,Surabaya,Indonesia,7.23S,112.70E
1968-09-01,27.785999999999998,0.623,Surabaya,Indonesia,7.23S,112.70E
1968-10-01,28.243000000000002,0.92,Surabaya,Indonesia,7.23S,112.70E
1968-11-01,27.984,0.355,Surabaya,Indonesia,7.23S,112.70E
1968-12-01,26.737,0.339,Surabaya,Indonesia,7.23S,112.70E
1969-01-01,27.318,0.4970000000000001,Surabaya,Indonesia,7.23S,112.70E
1969-02-01,27.386999999999997,0.645,Surabaya,Indonesia,7.23S,112.70E
1969-03-01,27.478,0.309,Surabaya,Indonesia,7.23S,112.70E
1969-04-01,27.476999999999997,0.5660000000000001,Surabaya,Indonesia,7.23S,112.70E
1969-05-01,27.465999999999998,0.563,Surabaya,Indonesia,7.23S,112.70E
1969-06-01,26.694000000000006,0.506,Surabaya,Indonesia,7.23S,112.70E
1969-07-01,26.368,0.542,Surabaya,Indonesia,7.23S,112.70E
1969-08-01,26.62,0.816,Surabaya,Indonesia,7.23S,112.70E
1969-09-01,27.298000000000002,0.4920000000000001,Surabaya,Indonesia,7.23S,112.70E
1969-10-01,27.941999999999997,0.755,Surabaya,Indonesia,7.23S,112.70E
1969-11-01,28.518,0.344,Surabaya,Indonesia,7.23S,112.70E
1969-12-01,27.36,0.191,Surabaya,Indonesia,7.23S,112.70E
1970-01-01,27.343000000000004,0.162,Surabaya,Indonesia,7.23S,112.70E
1970-02-01,27.246,0.696,Surabaya,Indonesia,7.23S,112.70E
1970-03-01,27.226000000000006,0.243,Surabaya,Indonesia,7.23S,112.70E
1970-04-01,27.2,0.636,Surabaya,Indonesia,7.23S,112.70E
1970-05-01,27.371,0.289,Surabaya,Indonesia,7.23S,112.70E
1970-06-01,26.963,0.312,Surabaya,Indonesia,7.23S,112.70E
1970-07-01,26.200000000000006,0.276,Surabaya,Indonesia,7.23S,112.70E
1970-08-01,26.457,0.85,Surabaya,Indonesia,7.23S,112.70E
1970-09-01,27.393,0.987,Surabaya,Indonesia,7.23S,112.70E
1970-10-01,28.267,0.82,Surabaya,Indonesia,7.23S,112.70E
1970-11-01,27.671,0.611,Surabaya,Indonesia,7.23S,112.70E
1970-12-01,26.521,0.179,Surabaya,Indonesia,7.23S,112.70E
1971-01-01,26.123,0.629,Surabaya,Indonesia,7.23S,112.70E
1971-02-01,26.129,0.293,Surabaya,Indonesia,7.23S,112.70E
1971-03-01,26.553,0.33,Surabaya,Indonesia,7.23S,112.70E
1971-04-01,26.908,0.256,Surabaya,Indonesia,7.23S,112.70E
1971-05-01,27.302000000000003,0.617,Surabaya,Indonesia,7.23S,112.70E
1971-06-01,26.488000000000003,0.373,Surabaya,Indonesia,7.23S,112.70E
1971-07-01,26.038,0.268,Surabaya,Indonesia,7.23S,112.70E
1971-08-01,26.735,0.49,Surabaya,Indonesia,7.23S,112.70E
1971-09-01,27.737,0.609,Surabaya,Indonesia,7.23S,112.70E
1971-10-01,27.384,0.642,Surabaya,Indonesia,7.23S,112.70E
1971-11-01,26.666999999999998,0.638,Surabaya,Indonesia,7.23S,112.70E
1971-12-01,26.802,0.4370000000000001,Surabaya,Indonesia,7.23S,112.70E
1972-01-01,26.187,0.3670000000000001,Surabaya,Indonesia,7.23S,112.70E
1972-02-01,26.891,0.35,Surabaya,Indonesia,7.23S,112.70E
1972-03-01,26.811999999999998,0.229,Surabaya,Indonesia,7.23S,112.70E
1972-04-01,27.076,0.269,Surabaya,Indonesia,7.23S,112.70E
1972-05-01,27.268,0.236,Surabaya,Indonesia,7.23S,112.70E
1972-06-01,26.853,0.95,Surabaya,Indonesia,7.23S,112.70E
1972-07-01,26.436,0.725,Surabaya,Indonesia,7.23S,112.70E
1972-08-01,27.103,0.7490000000000001,Surabaya,Indonesia,7.23S,112.70E
1972-09-01,27.516,1.08,Surabaya,Indonesia,7.23S,112.70E
1972-10-01,28.034000000000002,0.74,Surabaya,Indonesia,7.23S,112.70E
1972-11-01,28.878,1.07,Surabaya,Indonesia,7.23S,112.70E
1972-12-01,27.629,0.884,Surabaya,Indonesia,7.23S,112.70E
1973-01-01,27.383000000000003,0.234,Surabaya,Indonesia,7.23S,112.70E
1973-02-01,27.514,0.274,Surabaya,Indonesia,7.23S,112.70E
1973-03-01,27.284,0.691,Surabaya,Indonesia,7.23S,112.70E
1973-04-01,27.651,0.519,Surabaya,Indonesia,7.23S,112.70E
1973-05-01,27.363000000000003,0.633,Surabaya,Indonesia,7.23S,112.70E
1973-06-01,27.398000000000003,0.205,Surabaya,Indonesia,7.23S,112.70E
1973-07-01,27.177,0.7140000000000001,Surabaya,Indonesia,7.23S,112.70E
1973-08-01,27.467,0.35700000000000004,Surabaya,Indonesia,7.23S,112.70E
1973-09-01,27.427,0.282,Surabaya,Indonesia,7.23S,112.70E
1973-10-01,27.978,0.775,Surabaya,Indonesia,7.23S,112.70E
1973-11-01,27.45,0.536,Surabaya,Indonesia,7.23S,112.70E
1973-12-01,26.635,0.943,Surabaya,Indonesia,7.23S,112.70E
1974-01-01,26.04,0.79,Surabaya,Indonesia,7.23S,112.70E
1974-02-01,26.037,0.883,Surabaya,Indonesia,7.23S,112.70E
1974-03-01,26.322000000000006,0.464,Surabaya,Indonesia,7.23S,112.70E
1974-04-01,26.686,0.6990000000000001,Surabaya,Indonesia,7.23S,112.70E
1974-05-01,27.276,0.448,Surabaya,Indonesia,7.23S,112.70E
1974-06-01,26.671999999999997,0.28600000000000003,Surabaya,Indonesia,7.23S,112.70E
1974-07-01,26.380000000000006,0.873,Surabaya,Indonesia,7.23S,112.70E
1974-08-01,26.949,0.8059999999999999,Surabaya,Indonesia,7.23S,112.70E
1974-09-01,27.421,0.91,Surabaya,Indonesia,7.23S,112.70E
1974-10-01,27.399,0.58,Surabaya,Indonesia,7.23S,112.70E
1974-11-01,27.265,0.956,Surabaya,Indonesia,7.23S,112.70E
1974-12-01,26.528000000000002,0.7979999999999999,Surabaya,Indonesia,7.23S,112.70E
1975-01-01,26.551,0.5329999999999999,Surabaya,Indonesia,7.23S,112.70E
1975-02-01,26.415,0.15,Surabaya,Indonesia,7.23S,112.70E
1975-03-01,26.680999999999997,0.153,Surabaya,Indonesia,7.23S,112.70E
1975-04-01,26.961,0.183,Surabaya,Indonesia,7.23S,112.70E
1975-05-01,26.963,0.317,Surabaya,Indonesia,7.23S,112.70E
1975-06-01,26.621,0.383,Surabaya,Indonesia,7.23S,112.70E
1975-07-01,26.906999999999996,0.511,Surabaya,Indonesia,7.23S,112.70E
1975-08-01,27.091,0.439,Surabaya,Indonesia,7.23S,112.70E
1975-09-01,27.441999999999997,0.271,Surabaya,Indonesia,7.23S,112.70E
1975-10-01,27.156,0.268,Surabaya,Indonesia,7.23S,112.70E
1975-11-01,27.23,0.217,Surabaya,Indonesia,7.23S,112.70E
1975-12-01,26.552,0.355,Surabaya,Indonesia,7.23S,112.70E
1976-01-01,25.962,0.443,Surabaya,Indonesia,7.23S,112.70E
1976-02-01,26.599,0.6559999999999999,Surabaya,Indonesia,7.23S,112.70E
1976-03-01,26.497,0.49,Surabaya,Indonesia,7.23S,112.70E
1976-04-01,27.159000000000002,0.413,Surabaya,Indonesia,7.23S,112.70E
1976-05-01,27.171999999999997,0.931,Surabaya,Indonesia,7.23S,112.70E
1976-06-01,26.928,1.052,Surabaya,Indonesia,7.23S,112.70E
1976-07-01,26.304,0.578,Surabaya,Indonesia,7.23S,112.70E
1976-08-01,26.639,0.297,Surabaya,Indonesia,7.23S,112.70E
1976-09-01,27.355,0.529,Surabaya,Indonesia,7.23S,112.70E
1976-10-01,27.732,0.978,Surabaya,Indonesia,7.23S,112.70E
1976-11-01,27.753,0.7959999999999999,Surabaya,Indonesia,7.23S,112.70E
1976-12-01,27.383000000000003,0.35700000000000004,Surabaya,Indonesia,7.23S,112.70E
1977-01-01,26.57,0.509,Surabaya,Indonesia,7.23S,112.70E
1977-02-01,26.2,0.42,Surabaya,Indonesia,7.23S,112.70E
1977-03-01,26.488000000000003,0.623,Surabaya,Indonesia,7.23S,112.70E
1977-04-01,27.291,0.181,Surabaya,Indonesia,7.23S,112.70E
1977-05-01,27.535,0.359,Surabaya,Indonesia,7.23S,112.70E
1977-06-01,26.853,0.26,Surabaya,Indonesia,7.23S,112.70E
1977-07-01,25.959,0.244,Surabaya,Indonesia,7.23S,112.70E
1977-08-01,26.083000000000002,0.29100000000000004,Surabaya,Indonesia,7.23S,112.70E
1977-09-01,27.253,0.52,Surabaya,Indonesia,7.23S,112.70E
1977-10-01,28.495,0.7,Surabaya,Indonesia,7.23S,112.70E
1977-11-01,28.476,0.48,Surabaya,Indonesia,7.23S,112.70E
1977-12-01,26.941999999999997,0.336,Surabaya,Indonesia,7.23S,112.70E
1978-01-01,26.747,0.619,Surabaya,Indonesia,7.23S,112.70E
1978-02-01,26.691999999999997,0.292,Surabaya,Indonesia,7.23S,112.70E
1978-03-01,26.851999999999997,0.287,Surabaya,Indonesia,7.23S,112.70E
1978-04-01,27.299,0.462,Surabaya,Indonesia,7.23S,112.70E
1978-05-01,27.480999999999998,0.331,Surabaya,Indonesia,7.23S,112.70E
1978-06-01,26.678,0.245,Surabaya,Indonesia,7.23S,112.70E
1978-07-01,26.43,0.485,Surabaya,Indonesia,7.23S,112.70E
1978-08-01,27.246,0.519,Surabaya,Indonesia,7.23S,112.70E
1978-09-01,26.979,0.307,Surabaya,Indonesia,7.23S,112.70E
1978-10-01,27.75,0.519,Surabaya,Indonesia,7.23S,112.70E
1978-11-01,27.546999999999997,0.522,Surabaya,Indonesia,7.23S,112.70E
1978-12-01,26.593000000000004,0.369,Surabaya,Indonesia,7.23S,112.70E
1979-01-01,26.541,0.545,Surabaya,Indonesia,7.23S,112.70E
1979-02-01,26.811,0.478,Surabaya,Indonesia,7.23S,112.70E
1979-03-01,26.848000000000006,0.256,Surabaya,Indonesia,7.23S,112.70E
1979-04-01,27.338,0.196,Surabaya,Indonesia,7.23S,112.70E
1979-05-01,27.293000000000006,0.47,Surabaya,Indonesia,7.23S,112.70E
1979-06-01,26.929,0.325,Surabaya,Indonesia,7.23S,112.70E
1979-07-01,26.660999999999998,0.488,Surabaya,Indonesia,7.23S,112.70E
1979-08-01,27.1,0.474,Surabaya,Indonesia,7.23S,112.70E
1979-09-01,27.694000000000003,0.187,Surabaya,Indonesia,7.23S,112.70E
1979-10-01,27.864,0.727,Surabaya,Indonesia,7.23S,112.70E
1979-11-01,28.32,0.894,Surabaya,Indonesia,7.23S,112.70E
1979-12-01,27.01,0.625,Surabaya,Indonesia,7.23S,112.70E
